Date,Open,High,Low,Close,Volume,Adj Close
2012-05-22,28.53,28.53,28.53,28.53,000,28.53
2012-05-21,28.88,28.88,28.88,28.88,000,28.88
2012-05-18,28.11,28.11,28.11,28.11,000,28.11
2012-05-17,27.95,27.95,27.95,27.95,000,27.95
2012-05-16,26.92,26.92,26.92,26.92,000,26.92
2012-05-15,27.39,27.39,27.39,27.39,000,27.39
2012-05-14,28.57,28.57,28.57,28.57,000,28.57
2012-05-11,29.73,29.73,29.73,29.73,000,29.73
2012-05-10,30.33,30.33,30.33,30.33,000,30.33
2012-05-09,29.83,29.83,29.83,29.83,000,29.83
2012-05-08,30.07,30.07,30.07,30.07,000,30.07
2012-05-07,31.34,31.34,31.34,31.34,000,31.34
2012-05-04,31.82,31.82,31.82,31.82,000,31.82
2012-05-03,32.11,32.11,32.11,32.11,000,32.11
2012-05-02,32.99,32.99,32.99,32.99,000,32.99
2012-05-01,33.34,33.34,33.34,33.34,000,33.34
2012-04-30,33.36,33.36,33.36,33.36,000,33.36
2012-04-27,33.50,33.50,33.50,33.50,000,33.50
2012-04-26,33.09,33.09,33.09,33.09,000,33.09
2012-04-25,32.92,32.92,32.92,32.92,000,32.92
2012-04-24,32.08,32.08,32.08,32.08,000,32.08
2012-04-23,32.20,32.20,32.20,32.20,000,32.20
2012-04-20,32.91,32.91,32.91,32.91,000,32.91
2012-04-19,32.99,32.99,32.99,32.99,000,32.99
2012-04-18,33.24,33.24,33.24,33.24,000,33.24
2012-04-17,33.38,33.38,33.38,33.38,000,33.38
2012-04-16,33.03,33.03,33.03,33.03,000,33.03
2012-04-13,33.77,33.77,33.77,33.77,000,33.77
2012-04-12,34.22,34.22,34.22,34.22,000,34.22
2012-04-11,33.06,33.06,33.06,33.06,000,33.06
2012-04-10,33.25,33.25,33.25,33.25,000,33.25
2012-04-09,33.12,33.12,33.12,33.12,000,33.12
2012-04-05,33.07,33.07,33.07,33.07,000,33.07
2012-04-04,33.21,33.21,33.21,33.21,000,33.21
2012-04-03,34.61,34.61,34.61,34.61,000,34.61
2012-04-02,35.72,35.72,35.72,35.72,000,35.72
2012-03-30,35.23,35.23,35.23,35.23,000,35.23
2012-03-29,35.01,35.01,35.01,35.01,000,35.01
2012-03-28,35.02,35.02,35.02,35.02,000,35.02
2012-03-27,35.78,35.78,35.78,35.78,000,35.78
2012-03-26,36.27,36.27,36.27,36.27,000,36.27
